Country,State,City,Timestamp(UTC),PM2.5,PM10,Ozone,CO,NO2,SO2,US AQI,Main pollutant
India,Delhi,New Delhi,2026-01-01T00:00:00.000Z,163,285,22.8,1200,38.68,9.5,238,PM2.5
India,Delhi,New Delhi,2026-01-01T01:00:00.000Z,154.75,271.82,24.835,1225,35.265,13.135,230,PM2.5
India,Delhi,New Delhi,2026-01-01T02:00:00.000Z,178,259.65,25.005,1220,39.585,12.995,253,PM2.5
India,Delhi,New Delhi,2026-01-01T03:00:00.000Z,142.68,244,20.265,1360,37.39,9,218,PM2.5
India,Delhi,New Delhi,2026-01-01T04:00:00.000Z,172.78,273.25,19.2,1400,35.91,10.34,248,PM2.5
India,Delhi,New Delhi,2026-01-01T05:00:00.000Z,198.12,269.65,19.99,1400,47.4,10.8,273,PM2.5
India,Delhi,New Delhi,2026-01-01T06:00:00.000Z,201.065,284.5,26.1,1400,42.4,10.875,276,PM2.5
India,Delhi,New Delhi,2026-01-01T07:00:00.000Z,213,272,29.82,1400,45.87,12.18,288,PM2.5
India,Delhi,New Delhi,2026-01-01T08:00:00.000Z,210,284.15,34.5,1400,48.48,12.5,285,PM2.5
India,Delhi,New Delhi,2026-01-01T09:00:00.000Z,213.75,299,31.99,1500,49.6,12.335,288,PM2.5
India,Delhi,New Delhi,2026-01-01T10:00:00.000Z,218,317,26.75,1500,53.08,11.7,293,PM2.5
India,Delhi,New Delhi,2026-01-01T11:00:00.000Z,219,314.735,20.2,1860,56.69,14.975,294,PM2.5
India,Delhi,New Delhi,2026-01-01T12:00:00.000Z,212.775,322.125,11.825,2000,56.17,18.6,287,PM2.5
India,Delhi,New Delhi,2026-01-01T13:00:00.000Z,208.49,359,10.6,1970,57.2,21.4,283,PM2.5
India,Delhi,New Delhi,2026-01-01T14:00:00.000Z,220.975,339,12.21,2050,56.2,22.92,296,PM2.5
India,Delhi,New Delhi,2026-01-01T15:00:00.000Z,174.89,283,12.15,1700,49.595,20.48,250,PM2.5
India,Delhi,New Delhi,2026-01-01T16:00:00.000Z,171.07,276.625,15.55,1450,39.795,20.435,246,PM2.5
India,Delhi,New Delhi,2026-01-01T17:00:00.000Z,174.49,284.775,24.1,1355,40.1,20.225,249,PM2.5
India,Delhi,New Delhi,2026-01-01T18:00:00.000Z,124.125,239,22.2,1370,24.7,17.25,199,PM2.5
India,Delhi,New Delhi,2026-01-01T19:00:00.000Z,78,132,21.26,1100,32.24,10.65,167,PM2.5
India,Delhi,New Delhi,2026-01-01T20:00:00.000Z,61,101,17.62,785,43.34,14.22,155,PM2.5
India,Delhi,New Delhi,2026-01-01T21:00:00.000Z,67,97,20.75,1065,32.735,6.7,159,PM2.5
India,Delhi,New Delhi,2026-01-01T22:00:00.000Z,67,100.25,17.6,865,34.9,10.9,159,PM2.5
India,Delhi,New Delhi,2026-01-01T23:00:00.000Z,66.77,96,14.2,1000,31.99,11.4,159,PM2.5
India,Delhi,New Delhi,2026-01-02T00:00:00.000Z,64.05,101.3,10,1150,27,17.58,157,PM2.5
India,Delhi,New Delhi,2026-01-02T01:00:00.000Z,59.485,109.1,9.99,1300,35.54,17.13,154,PM2.5
India,Delhi,New Delhi,2026-01-02T02:00:00.000Z,67.5,131.25,10.65,1300,38.345,14.425,159,PM2.5
India,Delhi,New Delhi,2026-01-02T03:00:00.000Z,78.195,121.275,18.4,1310,35.65,16.5,167,PM2.5
India,Delhi,New Delhi,2026-01-02T04:00:00.000Z,71.2,124.2,25.95,1080,34.92,16.38,162,PM2.5
India,Delhi,New Delhi,2026-01-02T05:00:00.000Z,71.5,118,32.7,870,28.54,10.99,162,PM2.5
India,Delhi,New Delhi,2026-01-02T06:00:00.000Z,68.125,112,41.3,765,26,12.77,160,PM2.5
India,Delhi,New Delhi,2026-01-02T07:00:00.000Z,72,118.81,44.5,875,29.6,13.1,163,PM2.5
India,Delhi,New Delhi,2026-01-02T08:00:00.000Z,74.62,121.715,34.14,880,30.81,12.315,164,PM2.5
India,Delhi,New Delhi,2026-01-02T09:00:00.000Z,79.42,134.5,38.42,870,30.85,11.16,168,PM2.5
India,Delhi,New Delhi,2026-01-02T10:00:00.000Z,83,147.485,31.6,850,39.015,13.93,170,PM2.5
India,Delhi,New Delhi,2026-01-02T11:00:00.000Z,88,143.98,30.98,915,41.775,14.055,174,PM2.5
India,Delhi,New Delhi,2026-01-02T12:00:00.000Z,95,149.565,22.64,1020,46.095,12.365,179,PM2.5
India,Delhi,New Delhi,2026-01-02T13:00:00.000Z,94.5,170.84,14.895,1480,55.215,14.35,178,PM2.5
India,Delhi,New Delhi,2026-01-02T14:00:00.000Z,116.75,197.53,12.665,1630,50.41,15.2,194,PM2.5
India,Delhi,New Delhi,2026-01-02T15:00:00.000Z,109.78,197,12.39,1600,54.1,19.91,189,PM2.5
India,Delhi,New Delhi,2026-01-02T16:00:00.000Z,115.1,200,12.22,1155,52.1,18.1,193,PM2.5
India,Delhi,New Delhi,2026-01-02T17:00:00.000Z,109.175,177,16.495,1140,45.42,13.075,189,PM2.5
India,Delhi,New Delhi,2026-01-02T18:00:00.000Z,116.75,183.775,10.675,1245,43.985,12.585,194,PM2.5
India,Delhi,New Delhi,2026-01-02T19:00:00.000Z,109.75,178.25,10.455,1330,42.625,12.15,189,PM2.5
India,Delhi,New Delhi,2026-01-02T20:00:00.000Z,119.125,192.64,9.19,1290,42.7,13.45,196,PM2.5
India,Delhi,New Delhi,2026-01-02T21:00:00.000Z,116.405,181.06,10,1295,37.005,14.855,194,PM2.5
India,Delhi,New Delhi,2026-01-02T22:00:00.000Z,107.38,186,9.47,1300,39.97,18.15,187,PM2.5
India,Delhi,New Delhi,2026-01-02T23:00:00.000Z,118,199.86,11.4,1180,44.995,18.55,195,PM2.5
India,Delhi,New Delhi,2026-01-03T00:00:00.000Z,129.7,202,11.585,1150,42.365,17.68,205,PM2.5
India,Delhi,New Delhi,2026-01-03T01:00:00.000Z,138.125,223,14.405,1200,43.36,17.77,213,PM2.5
India,Delhi,New Delhi,2026-01-03T02:00:00.000Z,134.73,221,12.035,1305,45.575,14.61,210,PM2.5
India,Delhi,New Delhi,2026-01-03T03:00:00.000Z,119.1,207.55,13.18,1200,49.2,11.75,196,PM2.5
India,Delhi,New Delhi,2026-01-03T04:00:00.000Z,117.505,205.5,15.01,1200,47.2,12.6,194,PM2.5
India,Delhi,New Delhi,2026-01-03T05:00:00.000Z,125,233,22.77,1000,39.01,11.33,200,PM2.5
India,Delhi,New Delhi,2026-01-03T06:00:00.000Z,116.1,206.8,37.88,900,38.95,10.1,193,PM2.5
India,Delhi,New Delhi,2026-01-03T07:00:00.000Z,105,158.65,40.72,940,39.96,11.72,186,PM2.5
India,Delhi,New Delhi,2026-01-03T08:00:00.000Z,106.99,168.265,42.9,800,47.1,14.29,187,PM2.5
India,Delhi,New Delhi,2026-01-03T09:00:00.000Z,111,168,42.265,800,43.055,16.285,190,PM2.5
India,Delhi,New Delhi,2026-01-03T10:00:00.000Z,105.5,181.31,39.33,900,39.545,11.605,186,PM2.5
India,Delhi,New Delhi,2026-01-03T11:00:00.000Z,111,181.875,25.93,980,42.775,14.5,190,PM2.5
India,Delhi,New Delhi,2026-01-03T12:00:00.000Z,119.625,193.615,19.46,1200,51.515,14.68,196,PM2.5
India,Delhi,New Delhi,2026-01-03T13:00:00.000Z,119,215.58,12.005,1440,63.33,15.05,196,PM2.5
India,Delhi,New Delhi,2026-01-03T14:00:00.000Z,134,232,11.74,1700,64.67,16.6,209,PM2.5
India,Delhi,New Delhi,2026-01-03T15:00:00.000Z,133,231.08,12.28,1905,60.27,18,208,PM2.5
India,Delhi,New Delhi,2026-01-03T16:00:00.000Z,153,259.16,12.345,1950,63.245,13.54,228,PM2.5
India,Delhi,New Delhi,2026-01-03T17:00:00.000Z,162.68,261.9,10.39,1850,60.15,14.3,238,PM2.5
India,Delhi,New Delhi,2026-01-03T18:00:00.000Z,156,262.44,9.865,1555,47.39,15.62,231,PM2.5
India,Delhi,New Delhi,2026-01-03T19:00:00.000Z,167,247.055,11.13,1890,49.36,14.95,242,PM2.5
India,Delhi,New Delhi,2026-01-03T20:00:00.000Z,150.57,249.94,10.2,1860,47.14,15.5,226,PM2.5
India,Delhi,New Delhi,2026-01-03T21:00:00.000Z,148.165,237,10.75,1460,45.21,16.77,223,PM2.5
India,Delhi,New Delhi,2026-01-03T22:00:00.000Z,136,236.32,10.515,1500,54.31,16.6,211,PM2.5
India,Delhi,New Delhi,2026-01-03T23:00:00.000Z,134.165,210,10.715,1570,47.81,15.3,210,PM2.5
India,Delhi,New Delhi,2026-01-04T00:00:00.000Z,123.67,204.5,10.575,1095,49.995,14.5,199,PM2.5
India,Delhi,New Delhi,2026-01-04T01:00:00.000Z,145,201,10.25,1165,49,17.98,220,PM2.5
India,Delhi,New Delhi,2026-01-04T02:00:00.000Z,137.28,221,11.22,1100,58.5,12.07,213,PM2.5
India,Delhi,New Delhi,2026-01-04T03:00:00.000Z,129.33,227.805,13.07,1200,48.8,14.985,205,PM2.5
India,Delhi,New Delhi,2026-01-04T04:00:00.000Z,137,215,21.49,1010,49.88,14.965,212,PM2.5
India,Delhi,New Delhi,2026-01-04T05:00:00.000Z,128,206,33.5,1030,44.6,10.68,203,PM2.5
India,Delhi,New Delhi,2026-01-04T06:00:00.000Z,121,189.265,41.65,900,37.825,10.65,197,PM2.5
India,Delhi,New Delhi,2026-01-04T07:00:00.000Z,122.5,185,48.75,800,36.29,11.34,198,PM2.5
India,Delhi,New Delhi,2026-01-04T08:00:00.000Z,120,174,46.31,810,35.45,11.62,196,PM2.5
India,Delhi,New Delhi,2026-01-04T09:00:00.000Z,121.5,176.72,58.8,855,41.095,17.35,197,PM2.5
India,Delhi,New Delhi,2026-01-04T10:00:00.000Z,130,203,48.985,1090,42.78,11.48,205,PM2.5
India,Delhi,New Delhi,2026-01-04T11:00:00.000Z,133,206,30,930,48.7,14.04,208,PM2.5
India,Delhi,New Delhi,2026-01-04T12:00:00.000Z,107.67,208.5,18.91,1000,54.78,13.84,188,PM2.5
India,Delhi,New Delhi,2026-01-04T13:00:00.000Z,100.745,183,20.81,1100,54.2,14.79,183,PM2.5
India,Delhi,New Delhi,2026-01-04T14:00:00.000Z,93.945,184,18.9,1000,46.2,14.465,178,PM2.5
India,Delhi,New Delhi,2026-01-04T15:00:00.000Z,95.4,163,14.99,1205,53.9,18.035,179,PM2.5
India,Delhi,New Delhi,2026-01-04T16:00:00.000Z,91.85,165.64,14.23,1340,48.38,18,176,PM2.5
India,Delhi,New Delhi,2026-01-04T17:00:00.000Z,78.9,166,15.28,1200,51.305,22.87,167,PM2.5
India,Delhi,New Delhi,2026-01-04T18:00:00.000Z,73.4,143,17,1055,38.5,16,164,PM2.5
India,Delhi,New Delhi,2026-01-04T19:00:00.000Z,70,126.49,27.3,910,33,14.045,161,PM2.5
India,Delhi,New Delhi,2026-01-04T20:00:00.000Z,73.53,133.75,20,800,35.135,15.04,164,PM2.5
India,Delhi,New Delhi,2026-01-04T21:00:00.000Z,83,145.115,19.27,850,33.87,13.37,170,PM2.5
India,Delhi,New Delhi,2026-01-04T22:00:00.000Z,88.5,167.11,19.91,900,32.9,12.57,174,PM2.5
India,Delhi,New Delhi,2026-01-04T23:00:00.000Z,101.625,183.26,21.925,850,33.5,13.42,183,PM2.5
India,Delhi,New Delhi,2026-01-05T00:00:00.000Z,94.11,178,26,795,34.29,17.51,178,PM2.5
India,Delhi,New Delhi,2026-01-05T01:00:00.000Z,88.29,158,25.815,790,38.23,17.54,174,PM2.5
India,Delhi,New Delhi,2026-01-05T02:00:00.000Z,82.73,157.775,23.37,810,35.94,11.4,170,PM2.5
India,Delhi,New Delhi,2026-01-05T03:00:00.000Z,88.75,168.5,28.47,800,36.36,13.565,174,PM2.5
India,Delhi,New Delhi,2026-01-05T04:00:00.000Z,90.44,174.85,31.565,800,38.53,14.44,175,PM2.5
India,Delhi,New Delhi,2026-01-05T05:00:00.000Z,106.625,195,35.82,880,37.595,12.365,187,PM2.5
India,Delhi,New Delhi,2026-01-05T06:00:00.000Z,112.235,191,45.55,995,42.765,11.31,191,PM2.5
India,Delhi,New Delhi,2026-01-05T07:00:00.000Z,112.4,204,59.2,860,41.545,11.8,191,PM2.5
India,Delhi,New Delhi,2026-01-05T08:00:00.000Z,118.92,200.44,71.68,900,44,12.4,195,PM2.5
India,Delhi,New Delhi,2026-01-05T09:00:00.000Z,112.5,209.08,58.3,860,40.04,14.56,191,PM2.5
India,Delhi,New Delhi,2026-01-05T10:00:00.000Z,106,200.65,47.34,895,40.5,13.425,186,PM2.5
India,Delhi,New Delhi,2026-01-05T11:00:00.000Z,118,204,32.8,1160,48,17.8,195,PM2.5
India,Delhi,New Delhi,2026-01-05T12:00:00.000Z,121.8,230.56,20.55,1700,57.4,18.57,197,PM2.5
India,Delhi,New Delhi,2026-01-05T13:00:00.000Z,138.955,256,14.85,1770,67.13,19.4,214,PM2.5
India,Delhi,New Delhi,2026-01-05T14:00:00.000Z,162.725,272.57,11.57,1830,67.18,18.995,238,PM2.5
India,Delhi,New Delhi,2026-01-05T15:00:00.000Z,165,288.67,12.395,2170,70.4,19.225,240,PM2.5
India,Delhi,New Delhi,2026-01-05T16:00:00.000Z,159.7,264.95,12.09,1810,64.555,14.83,235,PM2.5
India,Delhi,New Delhi,2026-01-05T17:00:00.000Z,158,280,10.18,2000,59.4,19.745,233,PM2.5
India,Delhi,New Delhi,2026-01-05T18:00:00.000Z,155.18,252.475,10.23,1750,52.98,19.6,230,PM2.5
India,Delhi,New Delhi,2026-01-05T19:00:00.000Z,136,234.5,10,1500,44.83,20.48,211,PM2.5
India,Delhi,New Delhi,2026-01-05T20:00:00.000Z,125.905,205.475,10.95,1520,47.85,20.6,201,PM2.5
India,Delhi,New Delhi,2026-01-05T21:00:00.000Z,122.335,198,12.31,1080,46.15,20.48,198,PM2.5
India,Delhi,New Delhi,2026-01-05T22:00:00.000Z,117.68,192.625,12.23,1010,45,16.77,195,PM2.5
India,Delhi,New Delhi,2026-01-05T23:00:00.000Z,120.125,201.16,14.12,970,38.23,14.56,196,PM2.5
India,Delhi,New Delhi,2026-01-06T00:00:00.000Z,127,201,11.13,1000,40.23,15.83,202,PM2.5
India,Delhi,New Delhi,2026-01-06T01:00:00.000Z,127,210,10.35,1200,40.345,15.98,202,PM2.5
India,Delhi,New Delhi,2026-01-06T02:00:00.000Z,129.95,222.45,11.855,1065,39.025,15.92,205,PM2.5
India,Delhi,New Delhi,2026-01-06T03:00:00.000Z,143.27,244.265,14.54,1200,47.16,16.57,219,PM2.5
India,Delhi,New Delhi,2026-01-06T04:00:00.000Z,136,238,19.95,1200,43.315,13.95,211,PM2.5
India,Delhi,New Delhi,2026-01-06T05:00:00.000Z,136.55,251,23.2,1220,47.56,20.475,212,PM2.5
India,Delhi,New Delhi,2026-01-06T06:00:00.000Z,159.825,251,30.5,1165,46.95,17.2,235,PM2.5
India,Delhi,New Delhi,2026-01-06T07:00:00.000Z,156.35,262,34.9,960,40.64,18.52,232,PM2.5
India,Delhi,New Delhi,2026-01-06T08:00:00.000Z,155.675,251.14,36.515,1050,40.61,19.79,231,PM2.5
India,Delhi,New Delhi,2026-01-06T09:00:00.000Z,152.3,260,35.46,1200,39.72,23.2,228,PM2.5
India,Delhi,New Delhi,2026-01-06T10:00:00.000Z,134,242,27.6,910,46.2,22.775,209,PM2.5
India,Delhi,New Delhi,2026-01-06T11:00:00.000Z,139.93,255.75,20.31,1100,53.88,20.675,215,PM2.5
India,Delhi,New Delhi,2026-01-06T12:00:00.000Z,129.76,246.1,16.92,1060,47.515,21.085,205,PM2.5
India,Delhi,New Delhi,2026-01-06T13:00:00.000Z,144.81,244.5,13.99,1390,50.565,21.93,220,PM2.5
India,Delhi,New Delhi,2026-01-06T14:00:00.000Z,128,239.375,14.025,1195,46.465,21.77,203,PM2.5
India,Delhi,New Delhi,2026-01-06T15:00:00.000Z,120.875,239.97,15.55,1115,44.61,20.68,197,PM2.5
India,Delhi,New Delhi,2026-01-06T16:00:00.000Z,113,223.5,20.28,1045,40.16,20,191,PM2.5
India,Delhi,New Delhi,2026-01-06T17:00:00.000Z,106,213.75,19.3,1025,38.985,20.05,186,PM2.5
India,Delhi,New Delhi,2026-01-06T18:00:00.000Z,99,195.62,21.95,740,35.1,17.4,181,PM2.5
India,Delhi,New Delhi,2026-01-06T19:00:00.000Z,93.97,188.57,23.25,795,28.82,14.595,178,PM2.5
India,Delhi,New Delhi,2026-01-06T20:00:00.000Z,93.67,178.12,22.395,925,35.64,14.13,178,PM2.5
India,Delhi,New Delhi,2026-01-06T21:00:00.000Z,91,180.75,23.29,820,34.24,17.43,176,PM2.5
India,Delhi,New Delhi,2026-01-06T22:00:00.000Z,87,158.525,26.14,640,31.19,17.715,173,PM2.5
India,Delhi,New Delhi,2026-01-06T23:00:00.000Z,82.1,166,28.71,510,36.3,19.6,170,PM2.5
India,Delhi,New Delhi,2026-01-07T00:00:00.000Z,79.77,158.02,28.75,510,34.75,22.365,168,PM2.5
India,Delhi,New Delhi,2026-01-07T01:00:00.000Z,76.285,164.625,27.85,520,32.97,24.15,166,PM2.5
India,Delhi,New Delhi,2026-01-07T02:00:00.000Z,78.25,163.88,26.85,565,34.73,18.34,167,PM2.5
India,Delhi,New Delhi,2026-01-07T03:00:00.000Z,90.585,159.5,26.785,635,38.09,16.6,176,PM2.5
India,Delhi,New Delhi,2026-01-07T04:00:00.000Z,103.95,188,33.33,1100,36.08,7.685,185,PM2.5
India,Delhi,New Delhi,2026-01-07T05:00:00.000Z,115,206.74,33.85,990,38.18,9,193,PM2.5
India,Delhi,New Delhi,2026-01-07T06:00:00.000Z,131,216.25,41.94,1060,42.65,19.615,206,PM2.5
India,Delhi,New Delhi,2026-01-07T07:00:00.000Z,142.5,231.07,54.62,1070,39.17,19.155,218,PM2.5
India,Delhi,New Delhi,2026-01-07T08:00:00.000Z,145,244.905,48.96,1200,42.1,21.405,220,PM2.5
India,Delhi,New Delhi,2026-01-07T09:00:00.000Z,141,259.615,62.295,1200,44.24,17.59,216,PM2.5
India,Delhi,New Delhi,2026-01-07T10:00:00.000Z,137.6,249,56.02,1300,43.7,20.12,213,PM2.5
India,Delhi,New Delhi,2026-01-07T11:00:00.000Z,142.77,251,38.64,1300,58.95,20.34,218,PM2.5
India,Delhi,New Delhi,2026-01-07T12:00:00.000Z,125,248.55,15.87,1585,57.4,21.35,200,PM2.5
India,Delhi,New Delhi,2026-01-07T13:00:00.000Z,154.81,271.25,10.1,1830,64.7,20.15,230,PM2.5
India,Delhi,New Delhi,2026-01-07T14:00:00.000Z,167,285.6,11.28,2340,55.38,22.8,242,PM2.5
India,Delhi,New Delhi,2026-01-07T15:00:00.000Z,157.77,300,10.765,1980,61.365,23.51,233,PM2.5
India,Delhi,New Delhi,2026-01-07T16:00:00.000Z,168,287,9.59,1900,52.91,20.62,243,PM2.5
India,Delhi,New Delhi,2026-01-07T17:00:00.000Z,150.8,279.95,9.945,1650,44.655,17.975,226,PM2.5
India,Delhi,New Delhi,2026-01-07T18:00:00.000Z,117.95,237,7.925,1425,42.8,20.835,195,PM2.5
India,Delhi,New Delhi,2026-01-07T19:00:00.000Z,109.57,179,9.9,990,38.32,16.6,189,PM2.5
India,Delhi,New Delhi,2026-01-07T20:00:00.000Z,89.5,153,17.2,950,34.91,15.36,175,PM2.5
India,Delhi,New Delhi,2026-01-07T21:00:00.000Z,86.195,153.115,20,730,37.86,15.69,172,PM2.5
India,Delhi,New Delhi,2026-01-07T22:00:00.000Z,88,140,20.69,785,32.85,11.44,174,PM2.5
India,Delhi,New Delhi,2026-01-07T23:00:00.000Z,81.125,138,21.3,930,29.1,12.6,169,PM2.5
India,Delhi,New Delhi,2026-01-08T00:00:00.000Z,81.97,136,17.88,700,35.86,11.235,170,PM2.5
India,Delhi,New Delhi,2026-01-08T01:00:00.000Z,77.29,139.55,16.885,750,38.49,9.95,166,PM2.5
India,Delhi,New Delhi,2026-01-08T02:00:00.000Z,84.25,142.7,17.7,1090,38.22,10.1,171,PM2.5
India,Delhi,New Delhi,2026-01-08T03:00:00.000Z,92.425,165.175,18.99,1040,34.805,12.365,177,PM2.5
India,Delhi,New Delhi,2026-01-08T04:00:00.000Z,105.84,193.875,25.8,1135,38.3,10.4,186,PM2.5
India,Delhi,New Delhi,2026-01-08T05:00:00.000Z,123.5,220.435,31.59,1185,44.455,11.45,199,PM2.5
India,Delhi,New Delhi,2026-01-08T06:00:00.000Z,163,250.415,47.22,1235,45.15,12.99,238,PM2.5
India,Delhi,New Delhi,2026-01-08T07:00:00.000Z,163,271.5,62.95,1465,50.2,12.165,238,PM2.5
India,Delhi,New Delhi,2026-01-08T08:00:00.000Z,165,284.2,58.75,1285,56.075,16.27,240,PM2.5
India,Delhi,New Delhi,2026-01-08T09:00:00.000Z,157.035,301.85,73.15,1215,43.155,14,232,PM2.5
India,Delhi,New Delhi,2026-01-08T10:00:00.000Z,160,325,75.85,1250,55.15,13.475,235,PM2.5
India,Delhi,New Delhi,2026-01-08T11:00:00.000Z,166.435,334.25,45.645,1300,60.415,16.99,242,PM2.5
India,Delhi,New Delhi,2026-01-08T12:00:00.000Z,178,330,13.7,1955,90.35,10.2,253,PM2.5
India,Delhi,New Delhi,2026-01-08T13:00:00.000Z,168.52,349.05,10.765,2300,83.3,15.995,244,PM2.5
India,Delhi,New Delhi,2026-01-08T14:00:00.000Z,149,355.575,10,1880,75.25,13.995,224,PM2.5
India,Delhi,New Delhi,2026-01-08T15:00:00.000Z,157.38,348.5,10.56,2345,62.615,19.24,233,PM2.5
India,Delhi,New Delhi,2026-01-08T16:00:00.000Z,154.8,357,12.13,2400,64.6,16.96,230,PM2.5
India,Delhi,New Delhi,2026-01-08T17:00:00.000Z,158.8,355.17,8.55,2100,60.4,22.08,234,PM2.5
India,Delhi,New Delhi,2026-01-08T18:00:00.000Z,142.84,320,9.16,1815,53.74,21.905,218,PM2.5
India,Delhi,New Delhi,2026-01-08T19:00:00.000Z,147.2,302.55,9.75,1480,50.4,21.83,223,PM2.5
India,Delhi,New Delhi,2026-01-08T20:00:00.000Z,153.21,285.67,9.39,1550,50.18,22.655,228,PM2.5
India,Delhi,New Delhi,2026-01-08T21:00:00.000Z,144.42,279,9.5,1650,46.96,18.61,220,PM2.5
India,Delhi,New Delhi,2026-01-08T22:00:00.000Z,122.97,289.2,8.665,1340,43.395,11.8,198,PM2.5
India,Delhi,New Delhi,2026-01-08T23:00:00.000Z,112.59,267,8.14,1230,37.8,10.4,191,PM2.5
India,Delhi,New Delhi,2026-01-09T00:00:00.000Z,108.005,213,8.45,1200,37.8,11.6,188,PM2.5
India,Delhi,New Delhi,2026-01-09T01:00:00.000Z,110.72,209.78,9.1,1300,43.07,15.955,190,PM2.5
India,Delhi,New Delhi,2026-01-09T02:00:00.000Z,99.69,212,11.41,1480,49.315,17.61,182,PM2.5
India,Delhi,New Delhi,2026-01-09T03:00:00.000Z,112.29,240.5,13.605,1430,50.69,18.37,191,PM2.5
India,Delhi,New Delhi,2026-01-09T04:00:00.000Z,144.415,290.65,15.18,1700,65.565,16.46,220,PM2.5
India,Delhi,New Delhi,2026-01-09T05:00:00.000Z,196.5,351.715,25.7,1500,64.28,17.965,271,PM2.5
India,Delhi,New Delhi,2026-01-09T06:00:00.000Z,226,379.5,35.58,1290,78.4,17.8,302,PM2.5
India,Delhi,New Delhi,2026-01-09T07:00:00.000Z,215,354.5,53.35,1130,72.14,15.29,290,PM2.5
India,Delhi,New Delhi,2026-01-09T08:00:00.000Z,188,349.22,65.58,1215,63.25,13.61,263,PM2.5
India,Delhi,New Delhi,2026-01-09T09:00:00.000Z,201.125,376.825,67.875,1445,65.965,16.7,276,PM2.5
India,Delhi,New Delhi,2026-01-09T10:00:00.000Z,227.5,401,57.47,1780,74.1,16.05,305,PM2.5
India,Delhi,New Delhi,2026-01-09T11:00:00.000Z,201.5,360.25,29.8,1455,92.53,23.2,276,PM2.5
India,Delhi,New Delhi,2026-01-09T12:00:00.000Z,192,343,18,1630,109,16.05,267,PM2.5
India,Delhi,New Delhi,2026-01-09T13:00:00.000Z,188,349.36,13.48,1850,98.8,18.95,263,PM2.5
India,Delhi,New Delhi,2026-01-09T14:00:00.000Z,224.91,381,12.91,2360,85.35,19.005,300,PM2.5
India,Delhi,New Delhi,2026-01-09T15:00:00.000Z,225.07,393.5,13.485,2405,73.59,18.205,300,PM2.5
India,Delhi,New Delhi,2026-01-09T16:00:00.000Z,229,401,10.55,2500,69.15,18.49,308,PM2.5
India,Delhi,New Delhi,2026-01-09T17:00:00.000Z,211.53,382.525,10.05,1900,64.95,19.17,286,PM2.5
India,Delhi,New Delhi,2026-01-09T18:00:00.000Z,184.81,343.6,10.45,1900,51.4,17.635,260,PM2.5
India,Delhi,New Delhi,2026-01-09T19:00:00.000Z,172.35,343.48,11.3,2015,51.95,19.35,247,PM2.5
India,Delhi,New Delhi,2026-01-09T20:00:00.000Z,158,327.8,13.3,1680,49.38,19.48,233,PM2.5
India,Delhi,New Delhi,2026-01-09T21:00:00.000Z,159.125,301,13.505,1540,46.52,15.2,234,PM2.5
India,Delhi,New Delhi,2026-01-09T22:00:00.000Z,138,265.25,12,1285,49.9,12.2,213,PM2.5
India,Delhi,New Delhi,2026-01-09T23:00:00.000Z,133.46,255.63,10.97,1375,41.29,15.56,209,PM2.5
India,Delhi,New Delhi,2026-01-10T00:00:00.000Z,136.415,261,10.2,1355,42.8,16.37,212,PM2.5
India,Delhi,New Delhi,2026-01-10T01:00:00.000Z,135.465,266,10.6,1435,46.29,15.93,211,PM2.5
India,Delhi,New Delhi,2026-01-10T02:00:00.000Z,139,310.38,12.36,1470,51.95,18.72,214,PM2.5
India,Delhi,New Delhi,2026-01-10T03:00:00.000Z,195,310,12.99,1465,58.5,19.335,270,PM2.5
India,Delhi,New Delhi,2026-01-10T04:00:00.000Z,188,318.55,13.71,1415,65.3,13.275,263,PM2.5
India,Delhi,New Delhi,2026-01-10T05:00:00.000Z,185,311.215,22.625,1180,63.405,13.07,260,PM2.5
India,Delhi,New Delhi,2026-01-10T06:00:00.000Z,151,266,32.55,1000,56.1,15.89,226,PM2.5
India,Delhi,New Delhi,2026-01-10T07:00:00.000Z,122.7,225.705,65.4,920,52,13.63,198,PM2.5
India,Delhi,New Delhi,2026-01-10T08:00:00.000Z,101,199.5,83.43,845,47.69,11,183,PM2.5
India,Delhi,New Delhi,2026-01-10T09:00:00.000Z,82,172.25,82.12,750,43.5,8.35,170,PM2.5
India,Delhi,New Delhi,2026-01-10T10:00:00.000Z,81.875,157.75,72,890,43.2,11.555,169,PM2.5
India,Delhi,New Delhi,2026-01-10T11:00:00.000Z,87.1,162,43.93,990,56.6,14.3,173,PM2.5
India,Delhi,New Delhi,2026-01-10T12:00:00.000Z,88,181,19.15,1300,78.8,15.85,174,PM2.5
India,Delhi,New Delhi,2026-01-10T13:00:00.000Z,123,233.135,13.68,1650,90.69,15.67,198,PM2.5
India,Delhi,New Delhi,2026-01-10T14:00:00.000Z,137.5,247.44,14.61,1765,86.48,17.34,213,PM2.5
India,Delhi,New Delhi,2026-01-10T15:00:00.000Z,156.47,248,14.41,1740,78.41,16.71,232,PM2.5
India,Delhi,New Delhi,2026-01-10T16:00:00.000Z,154.72,258.5,12.67,1600,77.72,16.64,230,PM2.5
India,Delhi,New Delhi,2026-01-10T17:00:00.000Z,143,259,10.63,1450,63.35,11.85,218,PM2.5
India,Delhi,New Delhi,2026-01-10T18:00:00.000Z,144.75,232.775,10.46,1245,58.95,14.86,220,PM2.5
India,Delhi,New Delhi,2026-01-10T19:00:00.000Z,146,216.5,10.785,1130,51.965,15.64,221,PM2.5
